filename	checksum	unencrypted_checksum
0010d26b-eb70-4f3f-b606-3db79ea97500/c9eac57c275d00cb6b3b19bb6a6c33c2.bam.bai.gpg	0be81667be8da34d68e19d8f0676c836	116c489613590f1aaaaf9437910f4e50
001a5fa1-dcc8-43e6-8815-fac34eb8a3c9/8a4e304e7b2742d2214aad519ba2f00f.bam.bai.gpg	1551a3ad2a0c1db015f1d025af7c0a0f	8e679ea1b673568c7da57c822f8f650c
001e1e51-d6be-4447-bb05-41124d0af4cc/1d10be004c59f426f5750e17232a554e.bam.bai.gpg	2d8d1dc59a56bb53fe8b00ac9e887646	36f7da6f0aa28afcdc45b49abcaa3a9d
0021b6f0-96ec-4bb5-801c-b0696cf84d05/feee94a5108afc8026b6647294bd60ce.bam.bai.gpg	ce0f061910b84f1676e485146fd3b830	c7c9ff6108c9334d632875f17ed7bdca
002a64aa-a36b-4a26-9b99-57425d94e2a8/13b9efe5445d2578986ef41df95d236f.bam.bai.gpg	cb3a55db476b6716d5532e63f73e3644	ff9d003da956b63c5b5a927b84f26d94
00395384-8237-4736-ae04-0f858337e683/8f6960ad4851edab46b670d8820a6f87.bam.bai.gpg	8ce6482dc0d483d038134a112ce7b83c	46c7bc351f4248a84dbb73b56bba1e94
003d13c9-ecb9-463d-81fe-ebfa54979940/33cb0c5bc5dc7a8d783b703c4fc65e9e.bam.bai.gpg	24503c323da7e026dc78835a305ffea4	c0e8bcee40511ae1c49d88f68bfa8dc0
0067d208-1d21-45c4-881f-1878bcef75f8/3880412d7c4fa84c2ea6dd7dbd97a4b5.bam.bai.gpg	4be3506fddd14124ae7eb7fe92ad5e4d	91f812480715fee7c30d554596f2f700
0069a93e-6443-4677-8011-d6403c7fccbc/d8ec11d2f06f5016e6d2332416fa80f7.bam.bai.gpg	b69c84938be57f7c32a43a30e7f76b53	7a1e044ead183c47dd82a4088fa61cbc
006c5edb-c5f4-4199-bb1f-e73af28632bb/3766e26ef5ebf853404850650513fa93.bam.bai.gpg	594bc75819ee7824e7ad62b80935aafb	46e4fd3ae83a3b858b3fd472807168a8
0074df47-7116-4fd7-af31-9d3f85d26868/adfa2d07ff6601c98395e1c659f80b72.bam.bai.gpg	74c6a3076c83285d1c61c77ae16db7c1	0d7edb5cf139f76d73a357ef5f86bcf7
00843d8e-f7f0-4c61-8193-6fba74830e2c/72fe9edea96ad10ff58912c56c39ca8b.bam.bai.gpg	2c03e18a40669fc4bd64e02d90074b3f	cdde9e7f5322017f2286ac0ebd89c806
00b2b1b5-361f-4467-b2f3-2575ed94576c/99643ccabf2b236a07bcfcb789e0bf5c.bam.bai.gpg	5fd296afbc43bc244a4e0caf22f55fea	92605d7c641b43f481f40a3b773a110e
00ba5110-8ee9-439e-bee6-cf0699728a68/644f152bf641bb5d2f09f31310273ead.bam.bai.gpg	a7791cbb5f50d70e8e0deb27d7bba21d	0be77572b66b8f22f160bc6fdb98982d
00c48f6d-9f5b-4638-aeb3-f542b659c963/9a7199c8a4f3e7b8a162f3ccd7169ba5.bam.bai.gpg	d8f4577ecab41b5ada4e362f08e1559e	c926a623fd4a69f0965e6a6c07920000
00c98803-b282-4574-b3e9-168fa15e91e0/0f39dfeb2c7917d70a8d15a3ccf1f70a.bam.bai.gpg	e4e3c7a1d34f901271831a73f7d17be8	63e7417cb3bc3d7edf4ca0990c491e62
00cb2fee-6c3d-4195-aca6-ab7dc056bdd3/21981d408e667730683a62016c9b1ff7.bam.bai.gpg	ed636ad98f5157ed7cce08fc1d7905d2	abdf88088f3ae4b21e14545f91b0cbad
00db1b54-03ff-4481-a4e5-916c074c609c/f2634db399a820eded27f216914b383f.bam.bai.gpg	08e75c8819b3cb9cac1f64155df1b5ca	c56032110a995b902097417fe49dbd2f
00fa3a83-79eb-40de-8432-34c64d8f9b14/99543b13e89b780a61a2cb0dac79f622.bam.bai.gpg	9c4d8a57ff115b7ed60c6819fa43d523	366dad83ef236c97f1a8e1afaf37bdb0
010e6ae7-dbf6-437b-8d3a-47e6f1500afe/f7c56d958e51df9dd9fdd6df9bd2826e.bam.bai.gpg	57fa3080bde941b0f96b15abb71e71cc	f7610a80c42191e7f1a6adca572419f0
017c5d40-a17e-47f5-aa37-229781a24ce1/27d310a03426b2afd3217fc891e35606.bam.bai.gpg	d36d897646e4c1deb678c655836694f8	aa8fa79798a3284bcbfc4d66a871960e
0195a5cb-843b-4049-9c95-6943b556ebff/39cc8fd668d2acf8c50de7f4720886f4.bam.bai.gpg	2b6e6714f0a214bc9d24378683667ba0	0b7c301af39ddc71bc7ea2a35eb70014
019e873c-36dd-4b63-a275-62eb42233bd4/2a79bdfef1044674c37b11db8a49c940.bam.bai.gpg	a6580eac80d115ab6105d53e1a90794a	3f22d9b7b1cc6e7c6f3f2b8e930201a2
01ade15c-b4de-4055-bdc0-87e70da5f6cf/1472ca8924948038fdab84a53f254577.bam.bai.gpg	9fde792a4db4adb0edefac4c4a32f22d	b787e1319e90e1100633d6732d4a49f7
01d1f44f-1946-4e91-9872-67e3df5f1102/54986a86cf793e3f14f51711bef37de3.bam.bai.gpg	36bbb0e47a8496787ae967f48e205a12	a5381619d90ffb3903937fdfa73a5700
01da8bb3-ecd7-4aee-b7e7-670b29d6627d/2cca6cbed132134e6dbc2a1664e35f1c.bam.bai.gpg	70a9a2a18154611625e14507004f2b4b	397118d407a4058d32c0a54d061bd8da
01e9d17a-d317-44bb-a88a-214ac4970f55/5e02aa13d68952c589a22ef09b7f5422.bam.bai.gpg	d27cd795c221b327fe72c00c290856e4	fa6c3afe01f1f540b372e7b197fd15b9
020215a0-8bc5-47e6-9dcb-188c525d22b7/f00e9e96b769e40d3aa01eddf6625e84.bam.bai.gpg	02aaed15d95f046791d3bafa59f2b11d	31d82a0e01fcd1b8bab0201fa5cccb4c
02111009-9b9b-4cf4-84ec-161b09987833/b5617a4552f51379f12cb1ffd3eb8dbc.bam.bai.gpg	5dc7efd28dc3428c195cbe8a9dd1d30b	cf0eb96916e9ad0c2450e731b54954b2
021c1ff7-3a5d-419c-b2c2-1a8fdcc67874/b591415426a314ef0a74ae9459313dc6.bam.bai.gpg	53d904539948d7bf7259c5d3342b4fc0	22dc97a5800daea625dbb7764bfeb439
0245d9ee-064e-4a1e-8ee8-8f0b698143c7/51bc50b50556f643bbb8aad9c2d5297c.bam.bai.gpg	0a4058768b9ff33d2927a584cec6ea51	ec8fa85d0f541970e2f7444dc675c793
0265b24e-3799-4aca-a6e5-e53ebff163ba/774a2b0d29af0d2befd2fd0569ed63dd.bam.bai.gpg	448c78d7ea370142075752c7ce2f8de1	d88493312b861a867ba8dbd404a9ded6
026b2102-4b79-4b7b-877b-eb6395a22c43/bfdb455fc23ad1ea6de0ac08b033572a.bam.bai.gpg	1741baa195ce0db1f656da7447fb60b6	7eff72feff5e049b690a6f4dbc72db8d
0277c590-2c20-429a-b9a3-559be90dbeb9/66ab39da02f559b827b197ae7599809d.bam.bai.gpg	44e7f239f26ff1882b946ee9b54fc543	39060a7315d2a6d4ffa87b5473c53e67
029a3e3d-6ba7-44c3-b591-f74bdf8061da/ce4d5b15f2e197cc6f1b8d1f68f35496.bam.bai.gpg	ebc3bf37a9ede60e11602c40d8601fe2	5319eaaec8289314eec86e8d8fd9a7a6
02abcac2-b3b8-4fae-a5cc-1ef19d975a27/6347d1491f0d59f3fd197b2ae74b6511.bam.bai.gpg	308f01ab037df9ccb01b3028b88e63ac	93481d05722943d6931ec677a3eb5c1d
02c2f3fb-4888-4f57-9962-6401eb0c5231/50e9a6dad94770c415c7eb544c34ad31.bam.bai.gpg	44810a44fc06ae8792b2f50cdbb22212	d76310b61a94baf073471440f8fab772
02c3e39e-5a34-49c0-9d27-34b7afb016f7/f412d78b3c87819f4eec5d8bbdf1a997.bam.bai.gpg	bfa2ac71b46489af3cebf9ebbd75227c	83751b29ad36e79f5d96905055c499c8
02dda278-f7f2-4227-aea1-f4e1657e930a/06781a95191e0e4b942a4549ab7ac14e.bam.bai.gpg	59c1af1583a0aae0e6ff9572c96fa302	c55d75307bfbb6f00002dcf2e38c6a5a
02ec4132-8c68-4d79-ad70-26046bf76b7a/a0d8e8414df45fec2a2a8e62d41ea060.bam.bai.gpg	38f969fab4365381cb2dc50d672c49a7	e7f84e6f5ce7672e666be4a1b614a801
02fad90c-eadf-4173-9871-cc81a40a9af7/825429c98f2515e38bd404fb6c9c142a.bam.bai.gpg	304acfb1706457ea1d5d9be136cfa5a3	e0f67b79774be9d216a3e22551adc20d
03068af0-7356-47fd-ab36-8d11b0fae880/a5cbccc73e9d3e06951c7d095cbaf517.bam.bai.gpg	d89b91bedce60b09fa6b9a250e3bfa7a	bf1160a9546afe0e383d1705aaa64b9e
030caba2-898f-4aef-bf67-00197dcb3a36/e1f2890d0826d129d10732902c7d7354.bam.bai.gpg	20c0c525538cedb9ab48ea228d29c405	a98e988a6c212e1c9a13e634ce3a0734
0320ee4d-0e6d-42a1-a52b-c1464fa2c786/36f00b10b50ea1576610747c0cd2d542.bam.bai.gpg	189eb29085881f2c37bfa352ca20a484	b23c4e38f8ff07ef432f724eddeee63e
0358d331-15ed-4432-9244-53bc409b7a57/b82bd73165680c4047bdda2bd8b526c8.bam.bai.gpg	54aba4089360f4e035e15b7c56ed93ea	a225f696fbb4c40caaa54e4c23de9c7f
035b0c84-b8b1-4e65-a0f5-bbe24cc8bf6b/80638e63e635341f3e7700f4b3eeebc9.bam.bai.gpg	bd2f95a1b65c32977cb6798f484a743b	fabf3735e0dd08f85fb67b1ed6a33954
0376929e-5d04-4ce8-bf91-aa9494087afc/5e2f2386cc571c0182953f9fee5f5ede.bam.bai.gpg	87564cc5ed981cfcaa5871e316e9e0df	d2afcf3f4821fc63c4a7752c635d903c
03912ddf-16db-45df-844e-92f4315cd765/3e57b20892c06bed59abab5e21a279b6.bam.bai.gpg	b21fd7a2825faed788b2ee306a5958f1	5452214bcea6ab09b8e76f06f28a330b
039c44fe-4428-4362-8112-41f844ea74bc/5bf12088bb2e353ca01feb81c8cb1c1a.bam.bai.gpg	f025530c78a30adc6afc7dcb2be408d2	df60da11bb3e0dbf6ce127fe35f8fb38
03b9f785-8ef2-4645-bfd4-ebe007f4140f/6743412cd0945ea5ba50a518341e5638.bam.bai.gpg	cbc011441e0261f4248bc8300e28f270	2c25cfc2f51c7993af52f29b6d58d2f8
03cab894-c068-4c09-88c1-0843f2271156/3419bfac194cef29e4d22c5d21ff27f3.bam.bai.gpg	59c0f8ca1dd853171c4d8ef3bd63239f	cfd2b4f61f9a01648d86e3121150e0a7
03df2592-ba1a-4e7d-afa0-a454488475ec/ed0a4d0840cd48f19242feb5590142b6.bam.bai.gpg	01dc017cc65610c1e8c3ff60bcdbd779	6de6253f0c58558221aeadea89690139
03e305fa-64ec-45cb-96de-94b0e2b30ddf/d71f32b81cdc2b244002beedfe8af310.bam.bai.gpg	b7975ba9047504f0d0225f49daa7c51f	93d61575db76b56c79d408dc6ed7ef9c
040a71fe-1941-4332-81b2-a2981a165f41/999bc0fb517ea2ca91fc88b5c9676295.bam.bai.gpg	6887719336121e6a2c8d9201d787855b	2e3fb7b4bb5f3e9d9bccec0b82934a17
0411f69f-0705-487e-b098-a3b99a60bfb0/0b07e386f1e209c920baabebc09a5cc8.bam.bai.gpg	3d30d91b7f52fe736580fa59a5cd2fbf	3688cd4522039c8a3a0e523ced469340
04156768-a664-4b26-ac5d-0503bceaf6a9/7ec36ddeb982bcca20b6168a98a0b3eb.bam.bai.gpg	29aec39da6234ca85bb6b0fa9c63765b	eb49093e972be3d57845334b42530ce0
0432b6a4-4320-496f-b423-68b69a3c51d7/75f554c8de824cb5ff15a8308d0f0da3.bam.bai.gpg	b11313d7444c3455aa70ca0cacc7ec21	90615413c6b9f7a042a350482f7811ef
04335b26-01db-4c44-9b7d-e6fc6a090e4b/0004f66bfe7597b67af4ce5f990890de.bam.bai.gpg	0cf35b937fcc12c855a3a0081907540b	e60d171121fc80202cc6e1cea7e97809
043421f0-fa2a-4d26-9c48-3595519d5061/b16bde93e0750353e9d8c694b5b88d3c.bam.bai.gpg	1e09bc70137b00f098fcba95d1bf573b	fb4507210c75f408b8166ce41ee41838
043f5667-0613-4ad8-8337-86592b2c8000/ac0bdc5ff691174ece55ed298b07fa6b.bam.bai.gpg	309a556dc1a08d435f0b231520eb3e47	3be38f872a03fcea649591b2079bb5ff
045f989c-c04a-4bbb-b8f2-3892efaacb78/99e6e1f613983547f21d44f3d321cc34.bam.bai.gpg	a4bcd664fbbfc95f3ac5cf9ae176da1a	5b7af46df870b92b4780c6fff82c32e5
04ba6a0d-71d9-498f-b2f1-c913165399a3/c741aa767fd98c107c21a05d5a4d799b.bam.bai.gpg	d4b3f6b4b9274782b75496ee0581afad	2075bf2e67ddf4312357383dff1dca28
04c318b7-33dd-4046-8faa-a36fc0a111c7/654f8872454e4f051ce20e87604ea0ae.bam.bai.gpg	874485cc7485a2000fa7bcaeff711bb8	116580bbc8e588a8af62abc345902f8b
04cb725a-7a81-48f9-bd7c-d6023b3187fc/d4310a5653b87d993f99f8edb2b1ead2.bam.bai.gpg	c3fc805f050c84d796293b9fbd6af125	18143e61bee3c7f499a49d71fe1c84fc
04dd556b-7b9f-47e6-8ec8-4d9e2fdea12d/a8d3da07358ef5d606358bfb42ed1638.bam.bai.gpg	b863eb7c99d79192aa9b81cc37f14373	49d1ba67423bd8938ef3ee91d93cae09
04f90491-0fd5-43c9-9045-d60f274f5766/bb89951261428b54fd0478c4e7f4ceed.bam.bai.gpg	f5bc407e1af3c62de532ec30bb1df780	a5a4077db4f195f0c817b098a548c9cc
04ffaa46-7542-4745-bb71-db175d2a6f0f/053774f2c266ca0ceb8d1710e069cf39.bam.bai.gpg	759f0930e6a9b886475194b3f376c94d	ecc7ad6537aed9d6031485cbe2eb69d9
052d37bf-0d46-4461-9969-3ca1b3d12d29/47d78204e5ba1f1fca671305e1dfac34.bam.bai.gpg	418bd021decb8614a6599e41c82827eb	eaf11d7a57ffb0daea2f0a3a95ed170c
05378b8a-f554-4d34-ac18-0621412abed7/3761a5de33c9a3b83449510959aa22cb.bam.bai.gpg	dac535908d14356cdc65fabfddb40855	e15a33a19281de469fdd710d4c71e595
05388037-3163-42a2-a036-dd9a8c221727/012e90afb0d6f0218ed54e6009eee683.bam.bai.gpg	d716253613643a3f15b1f7d7aec3bfce	3941389d0292b3ac11792496f495d3d3
0545d4b4-3485-49e4-ac30-2e89c5aa1cd2/0f2c36ad8e0bfc6893441306bdfb877f.bam.bai.gpg	c83fb6263e01c79d6381929f058e99cc	a8c16c623630f520a149bb3b08bd6387
05554a25-4389-4a37-9be4-3d6a44c30b52/3e4760932e0bf84385c6ad72794db762.bam.bai.gpg	8eca2fe2dea54284a4fef73bdae5c543	9900654e9797118bc324536fd3b98c99
055ba5ba-d97b-477b-b6c1-a2a409d9c75b/c51eaec753e5d98cd433d74b80f4173d.bam.bai.gpg	729c028588eea601352d9d5f8d97ebe9	2b58357e803165c2a49ce9f23f90ef41
059b8bf2-573d-4e9e-ac4d-2ca66984f7f0/7ad90468763a2479c12b419bb791a226.bam.bai.gpg	1795e52fedf0ab2987ea463a6a90c1a8	5f02c1b7bf3a145b7d0449d07a428577
05aac9fa-737d-47a7-aeea-9023b8a0ade6/d9f24a75032a76846350ecdc5e263d11.bam.bai.gpg	ad15dd4e444720428b3f536e9bc4ba05	7a15d04dc80820f72fdb911f689ef22f
05aef675-276e-41e7-be6c-acc71bd426bd/ce75215d7dab7c3c3e68769efadd7b76.bam.bai.gpg	18f85f66e99404b837016bbeb1894468	5dfb8c11ba8a525339593ad0ab8fb004
05b3866b-2d5f-46c8-b35d-bdb9ce8907e5/e6707ae5b0ffe54b07144b87dd37c42e.bam.bai.gpg	8197b3b82ca086dfb565530d3b1f67ab	33d194974ce8c69d6dfe58c6f83d812d
05b7466f-1b75-4562-b0d1-0fc9caf9608f/453858844f3c7dad75cf9b9f64a3ca48.bam.bai.gpg	27ba8c7fe456cee8060433a214655b63	8b9225ca0ca06d12fe11c092b69079dc
05b7d900-8fd8-436c-877b-476e360041f4/6349d1cadea41bbb1713bfca78ba4348.bam.bai.gpg	b63f7e409d8071c6cdef3b1c425f76a7	2f63d2c798f8fd0c333fa4cd771899bb
05d67638-626c-499a-a43a-77224f73bfb4/16a8b4acaa8390ed2a2673c3e7058e92.bam.bai.gpg	ba633a95aa367636f3bc667d2b67134e	025f723e517d9ff63b337142644efd41
05fc09d5-b21a-4906-bc09-f50a3d29e74b/7b8d6eaf1c6ea8fa32c9c437b0554496.bam.bai.gpg	91dfdc2e61750087ea0ac5723004d536	14c4d35989d4bdeec98ece44c5654a2b
0611dcdd-ff31-42f4-a667-f46de7329a9b/00d392cbf2c6c3dd4b479e743d95be67.bam.bai.gpg	3a0498e0635d146f6039ede5f9e99cb7	b4ac0ebd65f755ab9b62ebbf6c919fae
06274f32-c603-40eb-944d-221624ab1156/bcbbfb396a2c0804b13e14719ac39d30.bam.bai.gpg	9dc87511fc1a3484e802d304e1e628b9	74fc937a46be8befb87db7037afbacd1
062a03d8-4f57-4ae2-943f-72d6da0f9d06/52e2492336955332d28d6c4ee3029fc2.bam.bai.gpg	fb7c99b659b7bf04576100c9059974fd	a2b0d14213f47cefa13fe88a71527dc0
062fa378-b481-4cdb-84da-f8c069f19d0a/861e04923cef3df4015606366390131b.bam.bai.gpg	a04dd40a36e9d29c649c55acbf898d8a	ff9b5c2f28cc1c8b8af84144c6ce1815
063bf761-d11f-4441-8246-97e763d16cbe/7b02e64dd1a5eaf29a70c5793703fbca.bam.bai.gpg	179bb767faa0e8c51cf5bacf360634ee	4e358d8f022b325a5bab9f62ba3f9345
063e0e82-1948-42c6-a238-f635475295dc/4c833b2b01c98b4f16d85b000f8d5055.bam.bai.gpg	30b88771b75560e9c78f67a4d395fca0	6ef917ba6085f79805f769e2f1321d5e
064a4439-dd8e-4d44-b4a6-1131050b73e9/709780614dcfa64f06bea39dabbd774c.bam.bai.gpg	85a2a8533ac884b5d43efe6904a1688e	803ed6466226ef2e737e95e74c989b35
068b7aed-2490-4b4a-b707-cfb53184f2f1/b5ca79f6f23ec11ca47c0eeaa1a5b985.bam.bai.gpg	560d89752a2e1a6617af89bd2d8ad0bc	b9a6a6340a1d2dfb866c179b2e04468c
0694de8e-efa3-4daa-9a72-95532091050d/b02eadf9e5eeb6ac780fe21541dd6e03.bam.bai.gpg	2fa698ca994765c3f345805cb1fc8e5e	ce31b01c655905f88b0f9b0eeee49bd4
069548f8-01f6-4848-958f-0543409f3f2f/b8e12401511d2a67f2073156af31f1a8.bam.bai.gpg	02e09efe315a8753255bf04bb6ee4eca	04331a55f38309054af36555fb6b530a
06a6c18e-cce6-44b4-b37c-3efb3273c94b/a95deeece3cecbd1225f23786926026e.bam.bai.gpg	0738a1c7d6f0fca0c822fe81c0ccec9a	d67bc4313ff6e615e54c9a29b2cdc248
06bd7853-45ee-4d46-9640-4fff0dbd7773/55586420804beee4b8d6b3488aaa3b7c.bam.bai.gpg	dad08992ee59b54f1eae5f1c5eea144c	1362ae4a3d655ce3726228d9c7d7ceca
06cce10e-b17d-4121-846e-3eab60068863/8649cb433bf5990a8fa3c31a43a53fff.bam.bai.gpg	ff58383359500774d121b79dd3f9985d	e364f1395e200a57e2db440002dd1108
07059078-ce48-4e34-8e51-c437fc462139/efb735b2665a04d06edbddec2fdd4970.bam.bai.gpg	84d5bed601db68f6bf8802ea10b8b30c	cfa658c911a482117e9284fe9260ba61
0713bec1-34c7-4568-9e30-e214c92c662c/c08c8fa7d4d8e17218fc3ed276d9df85.bam.bai.gpg	3c6e4438b8a03573d758675cb0785793	6d093e9c1aaea7310c6e990778b3e44b
0719edca-c6ef-4576-a363-2929a8993de8/6158451aa88d1d15eb4644b2a4bc8a4a.bam.bai.gpg	dc43c380461620ff616b3631fe680054	a3bd36657be2873c22ddc82b593ed0e5
073f0130-0b75-4d75-bae0-289ce5225977/fab8eb520367780d7fe6f1361f17311b.bam.bai.gpg	dc275569f326ab1f88a83eddd094d739	2c58334a71cb7124c175d55aa04ccf1f
0754c826-98a8-4a18-8348-2c576cc53d07/65c7e989be4c8c6a606815d3a3a91b3c.bam.bai.gpg	3ce1a92d2d1f024fac8b1a07c533fcb3	daab84be8556577576ff5eb20a3224ca
0757374f-d471-4531-942c-8044a27fac0c/82a631fad28430a5ca4b3180fed821f4.bam.bai.gpg	290fb126d28b4ef940d2720ac06ce861	d1611bf73c3adf244884f0bb8bd7fa75
0772aed3-4df7-403f-802a-808df2935cd1/c007f362d965b32174ec030825262714.bam.bai.gpg	1b1ba225849185da6f127276e799ad56	d8c01238e7218416a2316a4d1940fdb1
07900206-f8b1-41d7-98f5-e12a06618f07/74aab6f6a3b33c3a42001cf9948ee6db.bam.bai.gpg	503e98a87144345155fbc1e7f02b8feb	e092fd22419812250dcadd8590d5ad4d
079754fc-93ae-4796-8c33-bfb022aaaad1/1d2e61791804efbaf1d6b093e123ec37.bam.bai.gpg	e5dc60680951339ce725b22ec3c1a366	63789a0447acb43cb3616bc692c41e6f
07a04129-1bdf-42f4-b8e4-21fd23e95a3c/adb9f6439776ba8e363e771ffaf7264b.bam.bai.gpg	6b7fcebbd9123aba03836e3b940c6bba	2881e344d3abda3ba02305a80be906aa
07c2712c-89ab-4e7d-95ef-f3c9f8324495/487af0f4f2fe1f1163f7e52192838086.bam.bai.gpg	e72e89e065676cb8d8905d96fdf941b9	ca14df7a27ceb72ebb1d85fb066aa041
07cd4678-ac4f-459a-b223-706b2278a3a1/adba1977900dcb084815173924ed762a.bam.bai.gpg	6dcaf2002b02148406d1539c11473037	c9755c0c851588909ba4706620b976ea
